"family","species","latitude","longitude","month","year","temperature","precipitation"
"Trochilidae","Amazilia tzacatl",5.336575,-74.732666,10,2024,26.7945919036865,2064.302734375
"Trochilidae","Amazilia tzacatl",4.932284,-75.02764,10,2024,21.1473026275635,2230.45361328125
"Ramphastidae","Ramphastos sulfuratus",9.075261,-79.65907,1,2019,25.752269744873,2543.22387695312
"Ramphastidae","Ramphastos sulfuratus",10.733033,-85.300568,8,2022,22.2872734069824,3295.30639648438
"Trochilidae","Amazilia tzacatl",8.993314,-79.547098,4,2025,26.1559429168701,2301.55200195312
"Ramphastidae","Ramphastos sulfuratus",8.649194,-77.362194,10,2012,25.9899520874023,2637.81787109375
"Ramphastidae","Ramphastos sulfuratus",8.993594,-79.546294,3,2024,26.1559429168701,2301.55200195312
"Ramphastidae","Ramphastos sulfuratus",9.89014,-83.65505,9,2023,20.8341503143311,4450.3896484375
"Psittacidae","Ara macao",-0.485591,-76.351422,1,2019,24.9413948059082,3380.92651367188
"Trochilidae","Amazilia tzacatl",8.751164,-82.41566,12,2020,19.8566608428955,4843.10888671875
"Trochilidae","Amazilia tzacatl",10.222149,-84.16725,1,2023,15.2333126068115,3949.96020507812
"Trochilidae","Amazilia tzacatl",6.126649,-75.60078,1,2015,17.0112991333008,2781.35009765625
"Trochilidae","Amazilia tzacatl",3.879956,-76.354196,10,2018,21.6103134155273,1995.77355957031
"Trochilidae","Amazilia tzacatl",10.431166,-84.00353,4,2018,24.3582134246826,3935.75463867188
"Psittacidae","Ara macao",10.433552,-84.23113,2,2022,23.8758029937744,3954.98950195312
"Trochilidae","Amazilia tzacatl",10.41562,-84.12078,2,2021,24.0561389923096,3983.61596679688
"Trochilidae","Amazilia tzacatl",6.034513,-74.63902,1,2023,27.9743690490723,2397.9990234375
"Trochilidae","Amazilia tzacatl",9.760998,-83.82348,2,2021,18.4298877716064,4163.4541015625
"Trochilidae","Amazilia tzacatl",0.1598,-78.8534,9,2022,19.9018745422363,3939.18139648438
"Psittacidae","Ara macao",17.252094,-90.276396,2,2024,26.4638004302979,1645.68017578125
"Trochilidae","Amazilia tzacatl",10.470305,-84.65077,1,2018,23.7799491882324,3681.1064453125
"Ramphastidae","Ramphastos sulfuratus",10.430234,-84.00614,12,2022,24.3582134246826,3935.75463867188
"Trochilidae","Amazilia tzacatl",10.057041,-84.211624,7,2014,21.504846572876,2858.06884765625
"Trochilidae","Amazilia tzacatl",16.79764,-88.408875,2,2019,25.5649242401123,2555.9306640625
"Ramphastidae","Ramphastos sulfuratus",10.305865,-84.808741,2,2024,20.2926044464111,3251.82397460938
"Trochilidae","Amazilia tzacatl",9.980939,-84.07892,1,2023,18.7922496795654,3090.67211914062
"Ramphastidae","Ramphastos sulfuratus",10.692462,-84.19185,7,2017,24.7328491210938,3731.8232421875
"Trochilidae","Amazilia tzacatl",17.8412,-89.01902,3,2024,25.645393371582,1451.41076660156
"Trochilidae","Amazilia tzacatl",16.768364,-91.12613,2,2018,23.6992721557617,2488.44458007812
"Trochilidae","Amazilia tzacatl",-0.029472,-78.751816,10,2019,17.3309020996094,3648.22094726562
"Ramphastidae","Ramphastos sulfuratus",18.302372,-88.3461,3,2018,26.1598110198975,1456.05676269531
"Trochilidae","Amazilia tzacatl",9.83193,-83.5638,3,2024,20.8341503143311,4450.3896484375
"Trochilidae","Amazilia tzacatl",-1.116516,-80.19333,6,2021,23.8892555236816,1193.36669921875
"Psittacidae","Ara macao",4.245758,-58.910065,11,2023,25.8220615386963,1836.40661621094
"Trochilidae","Amazilia tzacatl",10.026811,-84.15679,7,2011,19.8101959228516,2978.7958984375
"Trochilidae","Amazilia tzacatl",8.648479,-82.942635,11,2020,24.037296295166,4901.0751953125
"Trochilidae","Amazilia tzacatl",-0.052496,-78.782295,7,2024,17.3309020996094,3648.22094726562
"Trochilidae","Amazilia tzacatl",6.230116,-77.40494,7,2022,25.640438079834,5988.18310546875
"Ramphastidae","Ramphastos sulfuratus",10.884893,-84.788704,1,2019,25.2170467376709,2955.115234375
"Trochilidae","Amazilia tzacatl",3.54941,-76.28721,8,2023,21.1098308563232,1838.564453125
"Trochilidae","Amazilia tzacatl",6.145548,-75.38955,6,2024,15.7230958938599,2556.71166992188
"Trochilidae","Amazilia tzacatl",17.13685,-89.06673,5,2023,25.7464981079102,1524.36376953125
"Trochilidae","Amazilia tzacatl",10.282279,-84.79885,4,2018,20.2926044464111,3251.82397460938
"Trochilidae","Amazilia tzacatl",6.265132,-75.583565,9,2024,17.1459922790527,2200.83544921875
"Trochilidae","Amazilia tzacatl",15.684939,-88.106316,5,2014,23.1932849884033,2672.01391601562
"Trochilidae","Amazilia tzacatl",8.813855,-82.95935,8,2020,20.4299774169922,5040.26513671875
"Ramphastidae","Ramphastos sulfuratus",10.435024,-84.04473,4,2021,24.3582134246826,3935.75463867188
"Ramphastidae","Ramphastos sulfuratus",9.83193,-83.5638,5,2024,20.8341503143311,4450.3896484375
"Ramphastidae","Ramphastos sulfuratus",10.580099,-83.522715,9,2024,25.6769199371338,4523.03076171875
"Ramphastidae","Ramphastos sulfuratus",10.534818,-83.5009,12,2022,25.5967788696289,4505.33740234375
"Trochilidae","Amazilia tzacatl",1.152401,-79.10153,6,2013,25.2397136688232,2548.93017578125
"Ramphastidae","Ramphastos sulfuratus",9.121218,-79.69221,8,2023,25.717378616333,2767.18994140625
"Trochilidae","Amazilia tzacatl",0.541993,-79.14493,11,2021,23.7482376098633,3225.80810546875
"Ramphastidae","Ramphastos sulfuratus",17.06344,-88.59666,11,2019,24.2031364440918,2618.71459960938
"Trochilidae","Amazilia tzacatl",9.827731,-83.77218,3,2023,18.8777503967285,4029.888671875
"Trochilidae","Amazilia tzacatl",5.034406,-75.56921,6,2024,18.4227466583252,2715.76708984375
"Trochilidae","Amazilia tzacatl",8.617568,-80.118805,6,2016,22.7288646697998,2847.08911132812
"Trochilidae","Amazilia tzacatl",9.490671,-84.04725,6,2024,24.8470764160156,6622.4091796875
"Trochilidae","Amazilia tzacatl",6.160577,-75.587944,4,2018,17.0112991333008,2781.35009765625
"Psittacidae","Ara macao",9.153,-83.748,8,2023,24.1755847930908,6611.79541015625
"Trochilidae","Amazilia tzacatl",10.204921,-84.53381,2,2018,20.511344909668,3684.7578125
"Trochilidae","Amazilia tzacatl",8.621463,-80.1397,1,2017,22.7288646697998,2847.08911132812
"Ramphastidae","Ramphastos sulfuratus",8.650427,-80.072235,5,2024,22.7288646697998,2847.08911132812
"Psittacidae","Ara macao",8.724312,-83.32282,2,2015,25.1696090698242,4246.60986328125
"Trochilidae","Amazilia tzacatl",7.1407,-73.120636,5,2021,21.3147220611572,1949.92199707031
"Trochilidae","Amazilia tzacatl",9.827731,-83.77218,3,2024,18.8777503967285,4029.888671875
"Trochilidae","Amazilia tzacatl",17.04705,-89.06098,10,2024,25.3534374237061,1652.71606445312
"Trochilidae","Amazilia tzacatl",11.0301,-85.3957,10,2024,23.6791915893555,3082.79248046875
"Ramphastidae","Ramphastos sulfuratus",10.700946,-84.191093,1,2024,24.7328491210938,3731.8232421875
"Trochilidae","Amazilia tzacatl",10.059781,-84.480286,1,2019,21.4132480621338,3402.93627929688
"Psittacidae","Ara macao",8.69172,-83.69611,4,2023,NA,NA
"Trochilidae","Amazilia tzacatl",9.980842,-84.19337,1,2021,21.7343406677246,2724.85302734375
"Trochilidae","Amazilia tzacatl",10.436984,-84.70968,5,2019,21.227502822876,3769.966796875
"Ramphastidae","Ramphastos sulfuratus",17.102688,-88.67009,6,2018,25.0457305908203,2214.52905273438
"Trochilidae","Amazilia tzacatl",10.205258,-84.61239,5,2017,20.511344909668,3684.7578125
"Trochilidae","Amazilia tzacatl",10.310912,-84.82417,5,2019,19.6945686340332,3409.72094726562
"Psittacidae","Ara macao",8.6426,-83.72564,3,2013,25.9809265136719,4015.58959960938
"Trochilidae","Amazilia tzacatl",17.04705,-89.06098,5,2021,25.3534374237061,1652.71606445312
"Trochilidae","Amazilia tzacatl",16.799673,-91.10557,1,2017,23.6992721557617,2488.44458007812
"Trochilidae","Amazilia tzacatl",14.872377,-87.90557,4,2018,20.866584777832,1721.55249023438
"Trochilidae","Amazilia tzacatl",10.02989,-83.350465,10,2024,23.9691581726074,4421.51611328125
"Trochilidae","Amazilia tzacatl",5.230739,-76.08179,4,2021,17.2996826171875,3624.88745117188
"Psittacidae","Ara macao",9.645952,-84.60518,1,2024,25.3594799041748,3605.61401367188
"Trochilidae","Amazilia tzacatl",8.958004,-79.54956,10,2021,26.1559429168701,2301.55200195312
"Trochilidae","Amazilia tzacatl",-0.062765,-78.77427,3,2017,17.3309020996094,3648.22094726562
"Ramphastidae","Ramphastos sulfuratus",8.985169,-79.54682,2,2016,26.1559429168701,2301.55200195312
"Ramphastidae","Ramphastos sulfuratus",16.860733,-90.98117,6,2019,25.2556591033936,2199.13037109375
"Trochilidae","Amazilia tzacatl",-1.273638,-81.0659,12,2023,NA,NA
"Psittacidae","Ara macao",8.442404,-83.45403,2,2013,25.1770095825195,4310.19921875
"Ramphastidae","Ramphastos sulfuratus",20.078793,-87.612976,11,2020,25.8349685668945,1385.55737304688
"Trochilidae","Amazilia tzacatl",10.427285,-83.99639,12,2019,24.3582134246826,3935.75463867188
"Trochilidae","Amazilia tzacatl",5.043808,-75.47472,5,2020,14.0688447952271,2884.4140625
"Ramphastidae","Ramphastos sulfuratus",13.234552,-86.05367,2,2013,20.6702976226807,1422.10668945312
"Trochilidae","Amazilia tzacatl",0.357418,-78.49676,5,2024,13.7841844558716,2528.82080078125
"Ramphastidae","Ramphastos sulfuratus",16.781199,-88.45717,1,2024,24.8854160308838,2462.6279296875
"Ramphastidae","Ramphastos sulfuratus",9.982906,-83.153114,3,2013,25.1920032501221,3977.73486328125
"Trochilidae","Amazilia tzacatl",10.561824,-83.51269,1,2023,25.6769199371338,4523.03076171875
"Trochilidae","Amazilia tzacatl",6.340961,-75.53163,11,2015,16.4341659545898,2403.67065429688
"Psittacidae","Ara macao",9.756832,-84.61199,2,2018,25.2544860839844,3357.62670898438
"Trochilidae","Amazilia tzacatl",17.779778,-88.5392,4,2023,26.0528964996338,1630.14575195312
"Trochilidae","Amazilia tzacatl",10.431166,-84.00353,3,2024,24.3582134246826,3935.75463867188
"Ramphastidae","Ramphastos sulfuratus",17.0944,-89.06685,1,2020,25.3534374237061,1652.71606445312
"Ramphastidae","Ramphastos sulfuratus",10.538277,-83.505104,3,2024,25.5967788696289,4505.33740234375
"Ramphastidae","Ramphastos sulfuratus",11.111879,-74.09441,3,2023,22.4694004058838,2481.46826171875
"Ramphastidae","Ramphastos sulfuratus",9.999501,-84.56993,7,2023,23.1705055236816,3232.59521484375
"Trochilidae","Amazilia tzacatl",9.116227,-79.70194,4,2013,25.717378616333,2767.18994140625
"Trochilidae","Amazilia tzacatl",10.923752,-84.75268,12,2021,25.2170467376709,2955.115234375
"Trochilidae","Amazilia tzacatl",16.78038,-88.46212,6,2012,24.8854160308838,2462.6279296875
"Ramphastidae","Ramphastos sulfuratus",9.83193,-83.5638,6,2024,20.8341503143311,4450.3896484375
"Ramphastidae","Ramphastos sulfuratus",10.157989,-83.78299,12,2021,22.6624431610107,4539.646484375
"Trochilidae","Amazilia tzacatl",10.436984,-84.70968,7,2024,21.227502822876,3769.966796875
"Trochilidae","Amazilia tzacatl",8.663422,-80.05508,10,2023,23.8323993682861,2533.84838867188
"Ramphastidae","Ramphastos sulfuratus",11.14498,-74.11913,2,2017,23.9560947418213,1979.60815429688
"Psittacidae","Ara macao",9.756832,-84.61199,11,2021,25.2544860839844,3357.62670898438
"Ramphastidae","Ramphastos sulfuratus",17.488637,-95.134335,1,2024,25.4582920074463,2403.1611328125
"Ramphastidae","Ramphastos sulfuratus",10.082453,-75.13781,8,2024,27.170862197876,1586.55554199219
"Trochilidae","Amazilia tzacatl",0.120898,-78.63837,9,2015,19.3235988616943,2695.92578125
"Ramphastidae","Ramphastos sulfuratus",10.446394,-84.06828,11,2011,24.0561389923096,3983.61596679688
"Trochilidae","Amazilia tzacatl",17.16142,-88.68002,3,2020,25.0457305908203,2214.52905273438
"Trochilidae","Amazilia tzacatl",10.25537,-84.17019,12,2022,18.7040424346924,4217.10888671875
"Ramphastidae","Ramphastos sulfuratus",10.402656,-84.081085,2,2020,24.0561389923096,3983.61596679688
"Psittacidae","Ara macao",10.057715,-74.94037,6,2018,27.0932922363281,1317.88940429688
"Trochilidae","Amazilia tzacatl",10.5488,-84.97417,12,2022,22.32643699646,3314.21606445312
"Psittacidae","Ara macao",-0.994361,-77.81584,11,2017,23.4058799743652,4801.2587890625
"Trochilidae","Amazilia tzacatl",5.92856,-74.8679,11,2019,23.7955760955811,3811.69555664062
"Trochilidae","Amazilia tzacatl",10.020946,-84.08959,12,2023,19.8101959228516,2978.7958984375
"Trochilidae","Amazilia tzacatl",4.412092,-76.14351,12,2021,21.8850288391113,1546.11340332031
"Psittacidae","Ara macao",9.116696,-83.68006,12,2024,24.1755847930908,6611.79541015625
"Psittacidae","Ara macao",9.800148,-84.60559,7,2022,25.2544860839844,3357.62670898438
"Trochilidae","Amazilia tzacatl",0.1598,-78.8534,7,2021,19.9018745422363,3939.18139648438
"Trochilidae","Amazilia tzacatl",8.803482,-82.9562,5,2024,20.4299774169922,5040.26513671875
"Ramphastidae","Ramphastos sulfuratus",10.364506,-84.34565,12,2024,21.2948627471924,3891.30151367188
"Trochilidae","Amazilia tzacatl",3.893535,-76.22399,5,2023,20.1404075622559,2530.08764648438
"Psittacidae","Ara macao",10.471624,-84.645515,4,2023,23.7799491882324,3681.1064453125
"Trochilidae","Amazilia tzacatl",9.87772,-83.62413,10,2024,20.8341503143311,4450.3896484375
"Ramphastidae","Ramphastos sulfuratus",11.143624,-74.11687,12,2022,23.9560947418213,1979.60815429688
"Trochilidae","Amazilia tzacatl",0.06378,-78.68738,10,2022,16.6842384338379,3105.48315429688
"Trochilidae","Amazilia tzacatl",10.436984,-84.70968,3,2018,21.227502822876,3769.966796875
"Ramphastidae","Ramphastos sulfuratus",11.124875,-74.10218,6,2018,23.9560947418213,1979.60815429688
"Ramphastidae","Ramphastos sulfuratus",16.410995,-88.798502,3,2011,25.5231285095215,3158.17260742188
"Trochilidae","Amazilia tzacatl",-0.06509,-78.76884,12,2019,17.3309020996094,3648.22094726562
"Trochilidae","Amazilia tzacatl",10.157989,-83.78299,12,2022,22.6624431610107,4539.646484375
"Ramphastidae","Ramphastos sulfuratus",17.224754,-89.61109,2,2023,25.4286136627197,1534.83581542969
"Trochilidae","Amazilia tzacatl",9.453955,-82.48263,8,2021,25.4863471984863,3838.25268554688
"Psittacidae","Ara macao",8.353704,-83.13225,1,2022,25.6206588745117,3755.2861328125
"Ramphastidae","Ramphastos sulfuratus",16.777866,-88.46749,5,2010,24.8854160308838,2462.6279296875
"Trochilidae","Amazilia tzacatl",10.457006,-84.025475,12,2022,24.3582134246826,3935.75463867188
"Trochilidae","Amazilia tzacatl",9.658489,-84.672421,11,2023,26.0258560180664,2934.16284179688
"Trochilidae","Amazilia tzacatl",13.234552,-86.05367,2,2016,20.6702976226807,1422.10668945312
"Psittacidae","Ara macao",8.480027,-83.58872,8,2024,25.885181427002,3890.41943359375
"Trochilidae","Amazilia tzacatl",16.970198,-88.992,5,2024,23.3321723937988,2064.900390625
"Trochilidae","Amazilia tzacatl",6.195919,-75.43889,12,2020,15.4243984222412,2531.64331054688
"Trochilidae","Amazilia tzacatl",10.399898,-84.111016,9,2022,24.0561389923096,3983.61596679688
"Trochilidae","Amazilia tzacatl",15.692572,-86.93215,1,2024,22.5973415374756,2679.32861328125
"Trochilidae","Amazilia tzacatl",10.35013,-84.66691,8,2017,19.9885749816895,3729.12573242188
"Trochilidae","Amazilia tzacatl",9.980939,-84.07892,11,2023,18.7922496795654,3090.67211914062
"Ramphastidae","Ramphastos sulfuratus",10.45883,-84.05806,5,2024,24.0561389923096,3983.61596679688
"Trochilidae","Amazilia tzacatl",9.672534,-83.99887,8,2021,15.7537088394165,4402.5771484375
"Trochilidae","Amazilia tzacatl",1.17313,-79.079895,1,2022,25.2397136688232,2548.93017578125
"Trochilidae","Amazilia tzacatl",10.410115,-84.127846,4,2020,24.0561389923096,3983.61596679688
"Ramphastidae","Ramphastos sulfuratus",9.14091,-79.72813,10,2018,25.717378616333,2767.18994140625
"Ramphastidae","Ramphastos sulfuratus",10.450138,-84.061966,11,2020,24.0561389923096,3983.61596679688
"Trochilidae","Amazilia tzacatl",15.565949,-88.288704,9,2023,22.0842437744141,2753.95166015625
"Ramphastidae","Ramphastos sulfuratus",10.307843,-84.80514,3,2022,19.6945686340332,3409.72094726562
"Trochilidae","Amazilia tzacatl",10.222149,-84.16725,1,2022,15.2333126068115,3949.96020507812
"Trochilidae","Amazilia tzacatl",8.616916,-80.23364,6,2024,23.8835487365723,2840.0556640625
"Ramphastidae","Ramphastos sulfuratus",10.41562,-84.12078,10,2020,24.0561389923096,3983.61596679688
"Trochilidae","Amazilia tzacatl",3.528379,-76.28609,4,2023,21.1098308563232,1838.564453125
"Trochilidae","Amazilia tzacatl",10.195288,-84.513785,1,2022,19.5378761291504,3567.34716796875
"Trochilidae","Amazilia tzacatl",9.453955,-82.48263,11,2021,25.4863471984863,3838.25268554688
"Trochilidae","Amazilia tzacatl",3.54941,-76.28721,5,2024,21.1098308563232,1838.564453125
"Trochilidae","Amazilia tzacatl",10.460095,-84.639015,12,2024,23.7203311920166,3640.45141601562
"Trochilidae","Amazilia tzacatl",10.864122,-85.455925,2,2017,24.7316627502441,2393.14819335938
"Trochilidae","Amazilia tzacatl",3.626733,-76.223145,8,2024,21.2123832702637,1922.478515625
"Ramphastidae","Ramphastos sulfuratus",9.119558,-79.71283,8,2022,25.717378616333,2767.18994140625
"Trochilidae","Amazilia tzacatl",-0.029472,-78.751816,1,2019,17.3309020996094,3648.22094726562
"Trochilidae","Amazilia tzacatl",7.23856,-73.909056,8,2021,26.9451217651367,3095.2958984375
"Trochilidae","Amazilia tzacatl",4.942037,-74.33842,4,2024,15.5318059921265,2109.82250976562
"Trochilidae","Amazilia tzacatl",10.222149,-84.16725,2,2024,15.2333126068115,3949.96020507812
"Trochilidae","Amazilia tzacatl",10.713088,-85.041443,3,2024,21.8510627746582,3455.46240234375
"Trochilidae","Amazilia tzacatl",8.812329,-82.961266,10,2022,20.4299774169922,5040.26513671875
"Trochilidae","Amazilia tzacatl",5.761142,-75.6765,10,2020,21.9024105072021,2465.9921875
"Trochilidae","Amazilia tzacatl",10.010696,-84.045204,10,2016,18.0859184265137,3465.91259765625
"Trochilidae","Amazilia tzacatl",10.35013,-84.66691,4,2022,19.9885749816895,3729.12573242188
"Ramphastidae","Ramphastos sulfuratus",8.622712,-80.12491,4,2016,22.7288646697998,2847.08911132812
"Ramphastidae","Ramphastos sulfuratus",9.340725,-78.994,7,2023,25.6975536346436,2716.32177734375
"Trochilidae","Amazilia tzacatl",17.770082,-88.52896,12,2021,26.0528964996338,1630.14575195312
"Trochilidae","Amazilia tzacatl",9.09797,-79.37948,3,2021,25.4216785430908,3199.84399414062
"Trochilidae","Amazilia tzacatl",4.604794,-75.64198,2,2023,16.9263801574707,2917.70166015625
"Trochilidae","Amazilia tzacatl",10.366898,-84.88217,3,2021,22.1362991333008,3083.7802734375
"Trochilidae","Amazilia tzacatl",10.116571,-83.600334,7,2024,21.3794136047363,4936.86572265625
"Trochilidae","Amazilia tzacatl",17.232998,-88.995636,12,2020,25.7703380584717,1526.56750488281
"Psittacidae","Ara macao",9.781933,-84.640945,12,2018,25.2544860839844,3357.62670898438
"Trochilidae","Amazilia tzacatl",10.514477,-84.11088,1,2020,24.4509010314941,3795.888671875
"Trochilidae","Amazilia tzacatl",13.234552,-86.05367,2,2022,20.6702976226807,1422.10668945312
"Trochilidae","Amazilia tzacatl",17.0944,-89.06685,11,2018,25.3534374237061,1652.71606445312
"Trochilidae","Amazilia tzacatl",-0.165593,-78.36133,10,2024,13.4258546829224,1103.15075683594
"Ramphastidae","Ramphastos sulfuratus",15.736579,-87.455414,4,2024,24.9808464050293,2583.77075195312
"Trochilidae","Amazilia tzacatl",10.390122,-84.61028,2,2015,23.7203311920166,3640.45141601562
"Trochilidae","Amazilia tzacatl",0.064892,-78.91793,10,2022,21.1561508178711,3996.50122070312
"Trochilidae","Amazilia tzacatl",9.227805,-82.12658,3,2023,NA,NA
"Ramphastidae","Ramphastos sulfuratus",17.0944,-89.06685,4,2019,25.3534374237061,1652.71606445312
"Trochilidae","Amazilia tzacatl",17.76867,-88.529,3,2017,26.0528964996338,1630.14575195312
"Ramphastidae","Ramphastos sulfuratus",15.099468,-86.74145,5,2023,19.9883193969727,1295.27746582031
"Trochilidae","Amazilia tzacatl",9.229722,-79.40611,7,2014,23.8206844329834,3458.45434570312
